,loan_identifier,borrower_identifier,term,purpose,borrower_rating,employment,region,facebook,twitter,paypal,ebay,linkedin,currency,base_currency,location,funded,time_between_published_funded,ratio_requested_funded,amount_funded,address_lat,address_lng,net_income_cents,rates_paid,rates_count,prices,portion_average_salary,nominal_interest_rate,status
157,58,30,2,6,3,1,77,1,1,1,1,1,58,0,62,0,90607,0.0,0,-26.202718,27.679095,1650000,0.0,0.0,16496.5446584,100.020945851,2071,expired
158,59,515,1,6,1,1,19,1,1,1,1,1,14,0,18,0,90604,0.00166666666667,3000000,59.376457,24.64509,138600,0.0,0.0,787.125,176.083849452,1166,expired
159,60,1,3,2,1,1,74,0,0,0,0,0,54,0,75,0,90604,0.01875,3000000,29.57058,-81.199211,350000,0.0,0.0,2719.25321219,128.711808974,1029,expired
160,61,3,4,6,2,2,49,1,1,0,1,1,54,0,43,1,7,1.0,40000000,34.270802,-118.763323,1500000,1.0,1.0,10413.0765312,144.049647144,1465,fully_paid
161,62,35,0,2,2,1,8,1,1,0,1,1,6,0,68,0,90602,0.00588235294118,5000000,47.245617,7.814839,416500,0.0,0.0,5598.81100353,74.3907947129,1453,expired
162,63,499,1,6,3,2,39,1,1,0,1,1,27,0,36,0,90602,0.0,0,-1.303468,36.774764,12000000,0.0,0.0,29152.344,411.63070798,2108,canceled
163,64,22,2,4,3,1,39,1,1,0,1,1,27,0,36,0,90601,0.0,0,-1.286641,36.826108,4500,0.0,0.0,29152.344,0.154361515493,2071,expired
164,65,500,2,6,2,1,74,1,1,0,1,1,54,0,75,0,90600,0.0,0,35.899404,-79.024942,95700,0.0,0.0,2719.25321219,35.1934860538,1633,canceled
165,66,36,3,3,3,2,74,1,1,1,1,1,54,0,75,0,90600,0.21,42000000,41.834875,-72.538674,360000,0.0,0.0,2719.25321219,132.389289231,1806,expired
166,67,32,4,2,2,3,7,1,1,1,1,1,5,0,8,1,14,0.6125,49000000,48.366262,-71.278653,250000,0.0,1.0,2997.53801649,83.401777934,1465,charged_off
167,68,35,4,2,2,1,8,1,1,0,1,1,6,0,68,1,12,1.0,100000000,47.245617,7.814839,416500,1.0,1.0,5598.81100353,74.3907947129,1465,fully_paid
168,69,27,0,2,1,1,32,0,0,0,1,0,21,0,31,0,90598,0.005,1000000,32.067319,34.781028,1350000,0.0,0.0,8119.24,166.271720013,1069,canceled
169,70,27,3,2,1,1,32,0,0,0,1,0,21,0,31,1,14,0.46,23000000,32.067319,34.781028,1350000,6.0,6.0,8119.24,166.271720013,1029,fully_paid
170,71,33,4,3,1,2,36,1,1,1,1,1,14,0,32,1,5,1.0,20000000,39.269009,19.065905,250000,1.0,1.0,1548.71583447,161.424061429,1115,fully_paid
171,72,54,3,2,0,1,14,1,1,1,1,1,14,0,21,0,90594,0.104,52000000,48.763876,9.154961,370000,0.0,0.0,2145.16430526,172.480960593,770,expired
172,73,27,4,2,1,1,32,0,0,0,1,0,21,0,31,0,90592,0.02,2000000,32.067319,34.781028,1350000,0.0,0.0,8119.24,166.271720013,1115,canceled
173,74,505,2,1,2,3,74,1,1,1,1,1,54,0,75,0,90591,0.0,0,34.064353,-118.375347,200000,0.0,0.0,2719.25321219,73.5496051281,1633,canceled
174,75,505,1,1,2,3,74,1,1,1,1,1,54,0,75,0,90591,0.0,0,34.064353,-118.375347,200000,0.0,0.0,2719.25321219,73.5496051281,1583,canceled
175,76,37,4,4,4,0,33,0,0,0,0,0,22,0,27,0,90591,0.0,0,24.812038,93.915877,2537600,0.0,0.0,31927.7568013,79.4794327642,2792,canceled
176,77,505,3,1,2,3,74,1,1,1,1,1,54,0,75,1,1,1.0,60000000,34.064353,-118.375347,200000,0.0,6.0,2719.25321219,73.5496051281,1380,charged_off
177,78,1,3,6,1,1,74,0,0,0,0,0,54,0,75,1,14,0.486666666667,73000000,29.57058,-81.199211,350000,6.0,6.0,2719.25321219,128.711808974,1029,fully_paid
178,79,500,2,2,2,1,74,1,1,0,1,1,54,0,75,0,90589,0.00617283950617,5000000,35.899404,-79.024942,95700,0.0,0.0,2719.25321219,35.1934860538,1633,canceled
179,80,10,0,6,2,1,2,1,1,0,1,1,2,0,2,0,90589,0.07,14000000,-33.284804,149.098682,315800,0.0,0.0,4257.53172314,74.1744326375,1453,expired
180,81,499,1,6,2,2,39,1,1,0,1,1,27,0,36,0,90589,0.05,40000000,-1.303468,36.774764,12000000,0.0,0.0,29152.344,411.63070798,1583,expired
181,82,27,4,2,1,1,32,0,0,0,1,0,21,0,31,1,0,1.0,10000000,32.067319,34.781028,1350000,1.0,1.0,8119.24,166.271720013,1115,fully_paid
182,83,27,4,6,1,1,32,0,0,0,1,0,21,0,31,1,0,1.0,10000000,32.067319,34.781028,1350000,1.0,1.0,8119.24,166.271720013,1115,fully_paid
183,84,27,4,2,1,1,32,0,0,0,1,0,21,0,31,0,90585,0.0,0,32.067319,34.781028,1350000,0.0,0.0,8119.24,166.271720013,1115,canceled
184,85,38,4,6,4,2,2,1,1,0,1,1,2,0,2,0,90584,0.2,74000000,-37.687074,145.062997,660000,0.0,0.0,4257.53172314,155.019396899,2792,expired
185,86,502,4,2,2,1,74,1,1,1,1,1,54,0,75,1,3,1.0,100000000,42.363625,-71.064669,920000,0.0,1.0,2719.25321219,338.328183589,1465,charged_off
186,87,27,4,6,1,1,32,0,0,0,1,0,21,0,31,1,4,1.0,10000000,32.067319,34.781028,1350000,1.0,1.0,8119.24,166.271720013,1115,fully_paid
187,88,39,2,2,3,2,24,1,1,0,1,1,15,0,74,0,90584,0.0,0,51.5777,-0.27818,80000,0.0,0.0,1671.23445374,47.8688072885,2071,expired
188,89,21,1,6,3,1,74,1,1,1,1,1,54,0,75,0,90581,0.0,0,34.045806,-118.250712,200000,0.0,0.0,2719.25321219,73.5496051281,2108,expired
189,90,40,2,2,2,2,19,1,1,1,1,1,14,0,18,0,90581,0.0,0,59.432148,24.766478,200000,0.0,0.0,787.125,254.089248849,1633,expired
190,91,500,2,6,2,1,74,1,1,0,1,1,54,0,75,0,90581,0.0,0,35.899404,-79.024942,95700,0.0,0.0,2719.25321219,35.1934860538,1633,canceled
191,92,504,3,2,3,1,74,1,1,0,1,1,54,0,75,0,90579,0.0,0,36.516542,-87.310085,350000,0.0,0.0,2719.25321219,128.711808974,1806,canceled
192,93,504,4,2,3,1,74,1,1,0,1,1,54,0,75,0,90579,0.14,14000000,36.516542,-87.310085,350000,0.0,0.0,2719.25321219,128.711808974,1994,expired
193,94,27,0,2,1,1,32,0,0,0,1,0,21,0,31,0,90577,0.0,0,32.067319,34.781028,1350000,0.0,0.0,8119.24,166.271720013,1069,canceled
194,95,502,4,6,2,1,74,1,1,1,1,1,54,0,75,1,9,1.0,100000000,42.363625,-71.064669,920000,0.0,1.0,2719.25321219,338.328183589,1465,charged_off
195,96,12,2,6,3,1,6,1,1,1,1,1,4,0,6,0,90576,0.0,0,-23.623041,-46.70016,260000,0.0,0.0,1745.90900524,148.919559507,2071,expired
196,97,1,3,6,1,1,74,0,0,0,0,0,54,0,75,0,90575,0.065,13000000,29.57058,-81.199211,350000,0.0,0.0,2719.25321219,128.711808974,1029,expired
197,98,27,4,2,1,1,32,0,0,0,1,0,21,0,31,1,1,1.0,10000000,32.067319,34.781028,1350000,1.0,1.0,8119.24,166.271720013,1115,fully_paid
198,99,41,0,6,2,1,28,0,0,0,0,0,18,0,12,0,90573,0.00434782608696,1000000,45.607591,15.245681,508000,0.0,0.0,4907.2037037,103.521278242,1453,expired
199,100,42,3,3,2,1,24,0,1,0,0,1,15,0,74,0,90572,0.01,3000000,53.48613,-1.326771,110000,0.0,0.0,1671.23445374,65.8196100217,1380,canceled
200,101,27,4,6,1,1,32,0,0,0,1,0,21,0,31,1,0,1.0,20000000,32.067319,34.781028,1350000,1.0,1.0,8119.24,166.271720013,1115,fully_paid
201,102,27,4,6,1,1,32,0,0,0,1,0,21,0,31,1,3,1.0,10000000,32.067319,34.781028,1350000,1.0,1.0,8119.24,166.271720013,1115,fully_paid
202,103,27,0,6,1,1,32,0,0,0,1,0,21,0,31,0,90571,0.02,4000000,32.067319,34.781028,1350000,0.0,0.0,8119.24,166.271720013,1069,canceled
203,104,38,4,6,4,2,2,1,1,0,1,1,2,0,2,0,90570,0.005,1000000,-37.687074,145.062997,660000,0.0,0.0,4257.53172314,155.019396899,2792,canceled
204,105,38,4,3,4,2,2,1,1,0,1,1,2,0,2,0,90570,0.0,0,-37.687074,145.062997,660000,0.0,0.0,4257.53172314,155.019396899,2792,canceled
205,106,38,4,3,4,2,2,1,1,0,1,1,2,0,2,0,90570,0.0,0,-37.687074,145.062997,660000,0.0,0.0,4257.53172314,155.019396899,2792,canceled
206,107,38,4,3,4,2,2,1,1,0,1,1,2,0,2,0,90570,0.0,0,-37.687074,145.062997,660000,0.0,0.0,4257.53172314,155.019396899,2792,canceled
207,108,38,4,3,4,2,2,1,1,0,1,1,2,0,2,0,90570,0.0,0,-37.687074,145.062997,660000,0.0,0.0,4257.53172314,155.019396899,2792,canceled
208,109,38,4,3,4,2,2,1,1,0,1,1,2,0,2,1,0,1.0,10000000,-37.687074,145.062997,660000,1.0,1.0,4257.53172314,155.019396899,2792,fully_paid
209,110,38,4,3,4,2,2,1,1,0,1,1,2,0,2,0,90570,0.0,0,-37.687074,145.062997,660000,0.0,0.0,4257.53172314,155.019396899,2792,canceled
210,111,38,4,3,4,2,2,1,1,0,1,1,2,0,2,0,90570,0.0,0,-37.687074,145.062997,660000,0.0,0.0,4257.53172314,155.019396899,2792,canceled
211,112,38,4,3,4,2,2,1,1,0,1,1,2,0,2,1,3,1.0,10000000,-37.687074,145.062997,660000,1.0,1.0,4257.53172314,155.019396899,2792,fully_paid
212,113,500,2,2,2,1,74,1,1,0,1,1,54,0,75,0,90569,0.0,0,35.899404,-79.024942,95700,0.0,0.0,2719.25321219,35.1934860538,1633,canceled
213,114,499,1,6,2,2,39,1,1,0,1,1,27,0,36,0,90568,0.03,18000000,-1.303468,36.774764,12000000,0.0,0.0,29152.344,411.63070798,1583,canceled
214,115,43,4,3,3,1,53,1,1,1,1,1,38,0,49,0,90568,0.15,18000000,59.950984,10.896195,2000000,0.0,0.0,26810.1173159,74.5987037816,1994,expired
215,116,27,4,6,1,1,32,0,0,0,1,0,21,0,31,1,3,1.0,10000000,32.067319,34.781028,1350000,1.0,1.0,8119.24,166.271720013,1115,fully_paid
216,117,42,4,2,2,1,24,0,1,0,0,1,15,0,74,0,90566,0.283333333333,17000000,53.48613,-1.326771,110000,0.0,0.0,1671.23445374,65.8196100217,1465,expired
217,118,500,2,2,2,1,74,1,1,0,1,1,54,0,75,0,90566,0.0,0,35.899404,-79.024942,95700,0.0,0.0,2719.25321219,35.1934860538,1633,canceled
218,119,5,3,2,4,3,74,1,1,1,1,1,54,0,75,0,90565,0.02,2000000,33.503453,-102.023505,100000,0.0,0.0,2719.25321219,36.7748025641,2458,expired
219,120,5,1,2,4,3,74,1,1,1,1,1,54,0,75,0,90565,0.00869565217391,2000000,33.503453,-102.023505,100000,0.0,0.0,2719.25321219,36.7748025641,2457,expired
220,121,27,3,6,1,1,32,0,0,0,1,0,21,0,31,0,90563,0.0,0,32.067319,34.781028,1350000,0.0,0.0,8119.24,166.271720013,1029,canceled
221,122,45,3,2,2,1,74,1,1,1,1,1,54,0,75,0,90563,0.0214285714286,15000000,30.385384,-97.755795,785200,0.0,0.0,2719.25321219,288.755749733,1380,expired
222,123,38,3,2,4,2,2,1,1,0,1,1,2,0,2,0,90562,0.0,0,-37.687074,145.062997,660000,0.0,0.0,4257.53172314,155.019396899,2458,canceled
223,124,38,4,6,4,2,2,1,1,0,1,1,2,0,2,0,90561,0.28,112000000,-37.687074,145.062997,660000,0.0,0.0,4257.53172314,155.019396899,2792,expired
224,125,500,1,2,2,1,74,1,1,0,1,1,54,0,75,0,90561,0.03,15000000,35.899404,-79.024942,95700,0.0,0.0,2719.25321219,35.1934860538,1583,expired
225,126,1,3,6,1,1,74,0,0,0,0,0,54,0,75,1,11,1.0,190000000,29.57058,-81.199211,350000,6.0,6.0,2719.25321219,128.711808974,1029,fully_paid
226,127,20,0,2,1,1,74,1,1,1,1,1,54,0,75,0,90560,0.115909090909,51000000,35.97069,-86.602268,147400,0.0,0.0,2719.25321219,54.2060589794,1069,expired
227,128,22,0,6,3,1,39,1,1,0,1,1,27,0,36,1,11,1.0,100000000,-1.286641,36.826108,4500,0.0,12.0,29152.344,0.154361515493,1947,charged_off
228,129,46,3,3,2,1,61,1,1,0,1,1,44,0,56,1,14,0.48,48000000,45.426118,28.012732,350000,0.0,6.0,1995.41959659,175.401705285,1380,charged_off
229,130,27,4,6,1,1,32,0,0,0,1,0,21,0,31,1,2,1.0,20000000,32.067319,34.781028,1350000,1.0,1.0,8119.24,166.271720013,1115,fully_paid
230,131,12,3,6,3,1,6,1,1,1,1,1,4,0,6,1,7,1.0,100000000,-23.623041,-46.70016,260000,0.0,6.0,1745.90900524,148.919559507,1806,charged_off
231,132,47,0,6,4,2,74,1,1,0,1,1,54,0,75,0,90556,0.0133333333333,8000000,38.453634,-90.42139,272400,0.0,0.0,2719.25321219,100.174562185,2564,expired
232,133,505,3,6,2,3,74,1,1,1,1,1,54,0,75,0,90555,0.0,0,34.064353,-118.375347,200000,0.0,0.0,2719.25321219,73.5496051281,1380,canceled
233,134,505,4,3,2,3,74,1,1,1,1,1,54,0,75,0,90555,0.02,1000000,34.064353,-118.375347,200000,0.0,0.0,2719.25321219,73.5496051281,1465,canceled
234,135,505,4,3,2,3,74,1,1,1,1,1,54,0,75,0,90554,0.0,0,34.064353,-118.375347,200000,0.0,0.0,2719.25321219,73.5496051281,1465,canceled
235,136,505,4,3,2,3,74,1,1,1,1,1,54,0,75,1,0,1.0,30000000,34.064353,-118.375347,200000,0.0,1.0,2719.25321219,73.5496051281,1465,charged_off
236,137,505,4,3,2,3,74,1,1,1,1,1,54,0,75,0,90554,0.0,0,34.064353,-118.375347,200000,0.0,0.0,2719.25321219,73.5496051281,1465,canceled
237,138,505,4,3,2,3,74,1,1,1,1,1,54,0,75,0,90554,0.0,0,34.064353,-118.375347,200000,0.0,0.0,2719.25321219,73.5496051281,1465,canceled
238,139,505,4,3,2,3,74,1,1,1,1,1,54,0,75,0,90553,0.0,0,34.064353,-118.375347,200000,0.0,0.0,2719.25321219,73.5496051281,1465,canceled
239,140,3,0,6,2,2,49,1,1,0,1,1,54,0,43,0,90553,0.0,0,34.270802,-118.763323,1500000,0.0,0.0,10413.0765312,144.049647144,1453,canceled
240,141,3,4,2,2,2,49,1,1,0,1,1,54,0,43,0,90553,0.0,0,34.270802,-118.763323,1500000,0.0,0.0,10413.0765312,144.049647144,1465,canceled
241,142,518,4,2,1,1,36,1,0,0,1,1,14,0,32,1,3,1.0,80000000,45.483101,9.235804,139000,1.0,1.0,1548.71583447,89.7517781547,1115,fully_paid
242,143,49,2,4,2,1,74,1,1,0,1,1,54,0,75,0,90553,0.0,0,40.713473,-73.944737,614100,0.0,0.0,2719.25321219,225.834062546,1633,canceled
243,144,5,4,1,4,3,74,1,1,1,1,1,54,0,75,1,0,1.0,30000000,33.503453,-102.023505,100000,0.0,1.0,2719.25321219,36.7748025641,2792,charged_off
244,145,43,4,2,3,1,53,1,1,1,1,1,38,0,49,1,0,1.0,20000000,59.950984,10.896195,2000000,1.0,1.0,26810.1173159,74.5987037816,1994,fully_paid
245,146,49,0,4,2,1,74,1,1,0,1,1,54,0,75,0,90550,0.04,10000000,40.713473,-73.944737,614100,0.0,0.0,2719.25321219,225.834062546,1453,canceled
246,147,43,4,3,3,1,53,1,1,1,1,1,38,0,49,1,0,1.0,40000000,59.950984,10.896195,2000000,1.0,1.0,26810.1173159,74.5987037816,1994,fully_paid
247,148,50,4,3,3,3,33,1,1,0,1,1,22,0,27,0,90549,0.0,0,12.986224,79.136862,1000000,0.0,0.0,31927.7568013,31.3207096328,1994,canceled
248,149,50,4,3,3,3,33,1,1,0,1,1,22,0,27,1,1,1.0,10000000,12.986224,79.136862,1000000,1.0,1.0,31927.7568013,31.3207096328,1994,fully_paid
249,150,56,1,2,1,1,74,1,1,0,1,1,54,0,75,0,90549,0.0,0,33.496281,-102.022011,160000,0.0,0.0,2719.25321219,58.8396841025,1166,canceled
250,151,3,1,6,2,2,49,1,1,0,1,1,54,0,43,0,90549,0.0,0,34.270802,-118.763323,1500000,0.0,0.0,10413.0765312,144.049647144,1583,canceled
251,152,12,0,6,3,1,6,1,1,1,1,1,4,0,6,0,90549,0.0,0,-23.623041,-46.70016,260000,0.0,0.0,1745.90900524,148.919559507,1947,expired
252,153,56,3,2,1,1,74,1,1,0,1,1,54,0,75,0,90549,0.0,0,33.496281,-102.022011,160000,0.0,0.0,2719.25321219,58.8396841025,1029,canceled
253,154,1,3,2,1,1,74,0,0,0,0,0,54,0,75,0,90548,0.0368421052632,7000000,29.57058,-81.199211,350000,0.0,0.0,2719.25321219,128.711808974,1029,expired
254,155,42,0,2,2,1,24,0,1,0,0,1,15,0,74,0,90548,0.0,0,53.48613,-1.326771,110000,0.0,0.0,1671.23445374,65.8196100217,1453,canceled
255,156,43,4,2,3,1,53,1,1,1,1,1,38,0,49,1,1,1.0,40000000,59.950984,10.896195,2000000,1.0,1.0,26810.1173159,74.5987037816,1994,fully_paid
256,157,43,4,3,3,1,53,1,1,1,1,1,38,0,49,1,0,1.0,30000000,59.950984,10.896195,2000000,1.0,1.0,26810.1173159,74.5987037816,1994,fully_paid
257,158,56,4,2,1,1,74,1,1,0,1,1,54,0,75,1,4,1.0,60000000,33.496281,-102.022011,160000,0.0,1.0,2719.25321219,58.8396841025,1115,charged_off
258,159,40,0,2,2,2,19,1,1,1,1,1,14,0,18,0,90548,0.015,15000000,59.432148,24.766478,200000,0.0,0.0,787.125,254.089248849,1453,expired
259,160,55,1,6,4,3,31,1,1,1,1,1,14,0,30,0,90548,0.0,0,53.514868,-6.177115,80000,0.0,0.0,2350.33319821,34.0377271022,2457,canceled
260,161,55,3,6,4,3,31,1,1,1,1,1,14,0,30,0,90548,0.0,0,53.514868,-6.177115,80000,0.0,0.0,2350.33319821,34.0377271022,2458,canceled
261,162,55,4,3,4,3,31,1,1,1,1,1,14,0,30,1,0,1.0,20000000,53.514868,-6.177115,80000,1.0,1.0,2350.33319821,34.0377271022,2792,fully_paid
262,163,58,3,3,0,1,24,1,1,1,1,1,15,0,74,0,90547,0.32,96000000,51.550958,-1.785773,201400,0.0,0.0,1671.23445374,120.509722349,770,canceled
263,164,57,3,2,3,1,74,1,1,1,1,1,54,0,75,0,90547,0.014,7000000,40.646481,-73.553279,750000,0.0,0.0,2719.25321219,275.811019231,1806,canceled
264,165,57,4,0,3,1,74,1,1,1,1,1,54,0,75,0,90547,0.0,0,40.646481,-73.553279,750000,0.0,0.0,2719.25321219,275.811019231,1994,canceled
265,166,38,4,6,4,2,2,1,1,0,1,1,2,0,2,1,6,1.0,250000000,-37.687074,145.062997,660000,1.0,1.0,4257.53172314,155.019396899,2792,fully_paid
266,167,48,0,2,2,2,23,1,1,1,1,1,14,0,20,0,90547,0.005,5000000,44.861987,-0.554078,400000,0.0,0.0,1947.32176101,205.410327152,1453,expired
267,168,46,1,6,2,1,61,1,1,0,1,1,44,0,56,0,90547,0.0,0,45.426118,28.012732,350000,0.0,0.0,1995.41959659,175.401705285,1583,canceled
268,169,57,0,5,3,1,74,1,1,1,1,1,54,0,75,0,90546,0.0,0,40.646481,-73.553279,750000,0.0,0.0,2719.25321219,275.811019231,1947,canceled
269,170,60,4,2,1,1,74,1,1,0,1,1,54,0,75,1,4,1.0,50000000,33.871605,-118.31166,200000,0.0,1.0,2719.25321219,73.5496051281,1115,charged_off
270,171,41,3,2,2,1,28,0,0,0,0,0,18,0,12,0,90546,0.0,0,45.607591,15.245681,508000,0.0,0.0,4907.2037037,103.521278242,1380,expired
271,172,46,1,6,2,1,61,1,1,0,1,1,44,0,56,0,90546,0.01,3000000,45.426118,28.012732,350000,0.0,0.0,1995.41959659,175.401705285,1583,canceled
272,173,20,3,6,1,1,74,1,1,1,1,1,54,0,75,0,90546,0.005,1000000,35.97069,-86.602268,147400,0.0,0.0,2719.25321219,54.2060589794,1029,canceled
273,174,60,4,3,1,1,74,1,1,0,1,1,54,0,75,1,3,1.0,10000000,33.871605,-118.31166,200000,0.0,1.0,2719.25321219,73.5496051281,1115,charged_off
274,175,27,0,6,1,1,32,0,0,0,1,0,21,0,31,0,90545,0.0,0,32.067319,34.781028,1350000,0.0,0.0,8119.24,166.271720013,1069,canceled
275,176,35,4,2,2,1,8,1,1,0,1,1,6,0,68,0,90544,0.04,10000000,47.245617,7.814839,416500,0.0,0.0,5598.81100353,74.3907947129,1465,expired
276,177,61,4,3,3,1,54,1,1,0,1,1,39,0,47,1,1,1.0,10000000,-43.546061,172.666936,240000,1.0,1.0,3220.43037037,74.5242009292,1994,fully_paid
277,178,3,1,6,2,2,49,1,1,0,1,1,54,0,43,0,90544,0.0,0,34.270802,-118.763323,1500000,0.0,0.0,10413.0765312,144.049647144,1583,canceled
278,179,61,3,2,3,1,54,1,1,0,1,1,39,0,47,0,90542,0.0,0,-43.546061,172.666936,240000,0.0,0.0,3220.43037037,74.5242009292,1806,canceled
279,180,3,0,3,2,2,49,1,1,0,1,1,54,0,43,0,90542,0.0,0,34.270802,-118.763323,1500000,0.0,0.0,10413.0765312,144.049647144,1453,canceled
280,181,57,4,2,3,1,74,1,1,1,1,1,54,0,75,0,90542,0.002,1000000,40.646481,-73.553279,750000,0.0,0.0,2719.25321219,275.811019231,1994,canceled
281,182,61,4,3,3,1,54,1,1,0,1,1,39,0,47,1,0,1.0,10000000,-43.546061,172.666936,240000,1.0,1.0,3220.43037037,74.5242009292,1994,fully_paid
282,183,27,4,6,1,1,32,0,0,0,1,0,21,0,31,1,8,1.0,20000000,32.067319,34.781028,1350000,1.0,1.0,8119.24,166.271720013,1115,fully_paid
283,184,61,4,3,3,1,54,1,1,0,1,1,39,0,47,1,1,1.0,80000000,-43.546061,172.666936,240000,1.0,1.0,3220.43037037,74.5242009292,1994,fully_paid
284,185,3,4,3,2,2,49,1,1,0,1,1,54,0,43,1,0,1.0,50000000,34.270802,-118.763323,1500000,1.0,1.0,10413.0765312,144.049647144,1465,fully_paid
285,186,55,4,3,4,3,31,1,1,1,1,1,14,0,30,0,90541,0.0,0,53.514868,-6.177115,80000,0.0,0.0,2350.33319821,34.0377271022,2792,canceled
286,187,55,1,6,4,3,31,1,1,1,1,1,14,0,30,0,90541,0.0,0,53.514868,-6.177115,80000,0.0,0.0,2350.33319821,34.0377271022,2457,canceled
287,188,63,3,1,4,2,6,1,1,0,1,1,4,0,6,0,90541,0.0,0,-26.892182,-48.658285,1000000,0.0,0.0,1745.90900524,572.767536566,2458,canceled
288,189,65,1,2,0,2,14,1,1,0,1,1,14,0,21,0,90541,0.0023,23000000,51.1479,7.010723,833300,0.0,0.0,2145.16430526,388.45509314,844,expired
289,190,15,4,3,1,1,74,0,0,0,0,0,54,0,75,1,3,1.0,10000000,41.846391,-94.109418,340000,1.0,1.0,2719.25321219,125.034328718,1115,fully_paid
290,191,55,3,3,4,3,31,1,1,1,1,1,14,0,30,1,14,0.753333333333,113000000,53.514868,-6.177115,80000,0.0,6.0,2350.33319821,34.0377271022,2458,charged_off
291,192,62,0,2,3,1,76,1,1,1,1,1,5,0,77,0,90540,0.15,30000000,43.599404,-79.703789,210000,0.0,0.0,5431034.48276,0.0386666666667,1947,expired
292,193,62,4,2,3,1,76,1,1,1,1,1,5,0,77,1,0,1.0,10000000,43.599404,-79.703789,210000,1.0,1.0,5431034.48276,0.0386666666667,1994,fully_paid
293,194,63,3,3,4,2,6,1,1,0,1,1,4,0,6,0,90540,0.02,1000000,-26.892182,-48.658285,1000000,0.0,0.0,1745.90900524,572.767536566,2458,canceled
294,195,64,3,2,3,1,74,1,1,1,1,1,54,0,75,0,90540,0.0,0,33.436947,-111.76579,363500,0.0,0.0,2719.25321219,133.67640732,1806,expired
295,196,62,4,2,3,1,76,1,1,1,1,1,5,0,77,1,5,1.0,10000000,43.599404,-79.703789,210000,1.0,1.0,5431034.48276,0.0386666666667,1994,fully_paid
296,197,505,3,3,2,3,74,1,1,1,1,1,54,0,75,0,90539,0.0,0,34.064353,-118.375347,200000,0.0,0.0,2719.25321219,73.5496051281,1380,canceled
297,198,505,3,3,2,3,74,1,1,1,1,1,54,0,75,0,90539,0.0,0,34.064353,-118.375347,200000,0.0,0.0,2719.25321219,73.5496051281,1380,canceled
298,199,505,4,3,2,3,74,1,1,1,1,1,54,0,75,0,90539,0.0,0,34.064353,-118.375347,200000,0.0,0.0,2719.25321219,73.5496051281,1465,canceled
299,200,505,2,3,2,3,74,1,1,1,1,1,54,0,75,0,90539,0.0,0,34.064353,-118.375347,200000,0.0,0.0,2719.25321219,73.5496051281,1633,canceled
300,201,505,3,1,2,3,74,1,1,1,1,1,54,0,75,0,90538,0.0,0,34.064353,-118.375347,200000,0.0,0.0,2719.25321219,73.5496051281,1380,canceled
301,202,505,3,1,2,3,74,1,1,1,1,1,54,0,75,0,90538,0.0,0,34.064353,-118.375347,200000,0.0,0.0,2719.25321219,73.5496051281,1380,canceled
302,203,25,3,0,4,4,74,0,0,0,1,0,54,0,75,0,90538,0.0,0,41.304719,-73.892385,120000,0.0,0.0,2719.25321219,44.1297630769,2458,canceled
303,204,505,4,3,2,3,74,1,1,1,1,1,54,0,75,1,0,1.0,20000000,34.064353,-118.375347,200000,0.0,1.0,2719.25321219,73.5496051281,1465,charged_off
304,205,49,4,2,2,1,74,1,1,0,1,1,54,0,75,0,90538,0.0,0,40.713473,-73.944737,614100,0.0,0.0,2719.25321219,225.834062546,1465,canceled
305,206,49,4,2,2,1,74,1,1,0,1,1,54,0,75,1,2,1.0,30000000,40.713473,-73.944737,614100,1.0,1.0,2719.25321219,225.834062546,1465,fully_paid
306,207,62,3,2,3,1,76,1,1,1,1,1,5,0,77,0,90538,0.0,0,43.599404,-79.703789,210000,0.0,0.0,5431034.48276,0.0386666666667,1806,expired
307,208,52,4,3,0,2,67,0,0,0,0,0,14,0,60,0,90537,0.0,0,52.510964,13.304994,185000,0.0,0.0,668.307692308,276.818600368,766,canceled
308,209,52,4,3,0,2,67,0,0,0,0,0,14,0,60,0,90537,0.0,0,52.510964,13.304994,185000,0.0,0.0,668.307692308,276.818600368,766,canceled
309,210,68,4,2,2,2,6,1,1,0,1,1,4,0,6,1,9,1.0,60000000,-18.716803,-39.845453,450000,1.0,1.0,1745.90900524,257.745391455,1465,fully_paid
310,211,58,4,0,0,1,24,1,1,1,1,1,15,0,74,1,5,1.0,150000000,51.550958,-1.785773,201400,1.0,1.0,1671.23445374,120.509722349,766,fully_paid
311,212,63,0,6,4,2,6,1,1,0,1,1,4,0,6,0,90536,0.0,0,-26.892182,-48.658285,1000000,0.0,0.0,1745.90900524,572.767536566,2564,canceled
312,213,72,3,3,4,2,47,1,1,1,1,1,33,0,41,0,90535,0.0,0,41.345806,21.557553,1200000,0.0,0.0,17456.5833333,68.741974136,2458,expired
313,214,20,4,3,1,1,74,1,1,1,1,1,54,0,75,0,90535,0.0,0,35.97069,-86.602268,147400,0.0,0.0,2719.25321219,54.2060589794,1115,canceled
314,215,20,3,3,1,1,74,1,1,1,1,1,54,0,75,0,90535,0.306666666667,46000000,35.97069,-86.602268,147400,0.0,0.0,2719.25321219,54.2060589794,1029,canceled
315,216,1,3,2,1,1,74,0,0,0,0,0,54,0,75,0,90534,0.00666666666667,1000000,29.57058,-81.199211,350000,0.0,0.0,2719.25321219,128.711808974,1029,canceled
